Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,num,types,genderRatio,baseStats,abilities,heightm,weightkg,color,evos,eggGroups,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,changesFrom,evoType,gender,gen,evoItem,evoCondition,canHatch,evoMove,tags,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,requiredItems,// TODO,cannotDynamax,pokestarsmeargle,tier
572,483,"""dialga""",Dialga,ディアルガ (Dialga),4,0,1,0,Temporal Pokémon,2,Steel,Dragon,5.4,683.0,2,Pressure,,Telepathy,680.0,100.0,120.0,120.0,150.0,100.0,90.0,3.0,0.0,306.0,Slow,1,Undiscovered,,,120.0,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,483,"[""Steel"", ""Dragon""]",,"{hp: 100, atk: 120, def: 120, spa: 150, spd: 100, spe: 90}","{0: ""Pressure"", H: ""Telepathy""}",5.4,683,"""White""",,"[""Undiscovered""]",,,,,,,,,,,"""N""",,,,,,"[""Restricted Legendary""]",,,,,,,,,,,"""Uber"""
573,484,"""palkia""",Palkia,パルキア (Palkia),4,0,1,0,Spatial Pokémon,2,Water,Dragon,4.2,336.0,2,Pressure,,Telepathy,680.0,90.0,120.0,100.0,150.0,120.0,100.0,3.0,0.0,306.0,Slow,1,Undiscovered,,,120.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,484,"[""Water"", ""Dragon""]",,"{hp: 90, atk: 120, def: 100, spa: 150, spd: 120, spe: 100}","{0: ""Pressure"", H: ""Telepathy""}",4.2,336,"""Purple""",,"[""Undiscovered""]",,,,,,,,,,,"""N""",,,,,,"[""Restricted Legendary""]",,,,,,,,,,,"""Uber"""
574,485,"""heatran""",Heatran,ヒードラン (Heatran),4,1,0,0,Lava Dome Pokémon,2,Fire,Steel,1.7,430.0,2,Flash Fire,,Flame Body,600.0,91.0,90.0,106.0,130.0,106.0,77.0,3.0,100.0,270.0,Slow,1,Undiscovered,,50.0,10.0,0.5,0.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,485,"[""Fire"", ""Steel""]",,"{hp: 91, atk: 90, def: 106, spa: 130, spd: 106, spe: 77}","{0: ""Flash Fire"", H: ""Flame Body""}",1.7,430,"""Brown""",,"[""Undiscovered""]",,,,,,,,,,,,,,,,,"[""Sub-Legendary""]",,,,,,,,,,,"""OU"""
575,486,"""regigigas""",Regigigas,レジギガス (Regigigas),4,1,0,0,Colossal Pokémon,1,Normal,,3.7,420.0,1,Slow Start,,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,3.0,0.0,302.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,486,"[""Normal""]",,"{hp: 110, atk: 160, def: 110, spa: 80, spd: 110, spe: 100}","{0: ""Slow Start""}",3.7,420,"""White""",,"[""Undiscovered""]",,,,,,,,,,,"""N""",,,,,,"[""Sub-Legendary""]",,,,,,,,,,,"""(PU)"""
578,488,"""cresselia""",Cresselia,クレセリア (Cresselia),4,1,0,0,Lunar Pokémon,1,Psychic,,1.5,85.6,1,Levitate,,,600.0,120.0,70.0,120.0,75.0,130.0,85.0,3.0,100.0,270.0,Slow,1,Undiscovered,,0.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,488,"[""Psychic""]",,"{hp: 120, atk: 70, def: 120, spa: 75, spd: 130, spe: 85}","{0: ""Levitate""}",1.5,85.6,"""Yellow""",,"[""Undiscovered""]",,,,,,,,,,,"""F""",,,,,,"[""Sub-Legendary""]",,,,,,,,,,,"""NUBL"""
579,489,"""phione""",Phione,フィオネ (Phione),4,0,0,1,Sea Drifter Pokémon,1,Water,,0.4,3.1,1,Hydration,,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,30.0,70.0,216.0,Slow,2,Fairy,Water 1,,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,489,"[""Water""]",,"{hp: 80, atk: 80, def: 80, spa: 80, spd: 80, spe: 80}","{0: ""Hydration""}",0.4,3.1,"""Blue""",,"[""Water 1"", ""Fairy""]",,,,,,,,,,,"""N""",,,,,,"[""Mythical""]",,,,,,,,,,,"""Illegal"""
580,490,"""manaphy""",Manaphy,マナフィ (Manaphy),4,0,0,1,Seafaring Pokémon,1,Water,,0.3,1.4,1,Hydration,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,70.0,270.0,Slow,2,Fairy,Water 1,,10.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,490,"[""Water""]",,"{hp: 100, atk: 100, def: 100, spa: 100, spd: 100, spe: 100}","{0: ""Hydration""}",0.3,1.4,"""Blue""",,"[""Water 1"", ""Fairy""]",,,,,,,,,,,"""N""",,,,,,"[""Mythical""]",,,,,,,,,,,"""Illegal"""
581,491,"""darkrai""",Darkrai,ダークライ (Darkrai),4,0,0,1,Pitch-Black Pokémon,1,Dark,,1.5,50.5,1,Bad Dreams,,,600.0,70.0,90.0,90.0,135.0,90.0,125.0,3.0,0.0,270.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,491,"[""Dark""]",,"{hp: 70, atk: 90, def: 90, spa: 135, spd: 90, spe: 125}","{0: ""Bad Dreams""}",1.5,50.5,"""Black""",,"[""Undiscovered""]",,,,,,,,,,,"""N""",,,,,,"[""Mythical""]",,,,,,,,,,,"""Illegal"""
584,493,"""arceus""",Arceus,アルセウス (Arceus),4,0,0,1,Alpha Pokémon,1,Normal,,3.2,320.0,1,Multitype,,,720.0,120.0,120.0,120.0,120.0,120.0,120.0,3.0,0.0,324.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,493,"[""Normal""]",,"{hp: 120, atk: 120, def: 120, spa: 120, spd: 120, spe: 120}","{0: ""Multitype""}",3.2,320,"""White""",,"[""Undiscovered""]",,,"[""Arceus-Bug"", ""Arceus-Dark"", ""Arceus-Dragon"", ""Arceus-Electric"", ""Arceus-Fairy"", ""Arceus-Fighting"", ""Arceus-Fire"", ""Arceus-Flying"", ""Arceus-Ghost"", ""Arceus-Grass"", ""Arceus-Ground"", ""Arceus-Ice"", ""Arceus-Poison"", ""Arceus-Psychic"", ""Arceus-Rock"", ""Arceus-Steel"", ""Arceus-Water""]",[,,,,,,,"""N""",,,,,,"[""Mythical""]","""Normal""",,,,,,,,,,"""Illegal"""
585,494,"""victini""",Victini,ビクティニ (Victini),5,0,0,1,Victory Pokémon,2,Psychic,Fire,0.4,4.0,1,Victory Star,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,100.0,270.0,Slow,1,Undiscovered,,,120.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,494,"[""Psychic"", ""Fire""]",,"{hp: 100, atk: 100, def: 100, spa: 100, spd: 100, spe: 100}","{0: ""Victory Star""}",0.4,4,"""Yellow""",,"[""Undiscovered""]",,,,,,,,,,,"""N""",,,,,,"[""Mythical""]",,,,,,,,,,,"""UUBL"""
586,495,"""snivy""",Serpifeu,ツタージャ (Tsutarja),5,0,0,0,Grass Snake Pokémon,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308.0,45.0,45.0,55.0,45.0,55.0,63.0,45.0,70.0,62.0,Medium Slow,2,Field,Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,495,"[""Grass""]","{M: 0.875, F: 0.125}","{hp: 45, atk: 45, def: 55, spa: 45, spd: 55, spe: 63}","{0: ""Overgrow"", H: ""Contrary""}",0.6,8.1,"""Green""","[""Servine""]","[""Field"", ""Grass""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
587,496,"""servine""",Efoserp,ジャノビー (Janovy),5,0,0,0,Grass Snake Pokémon,1,Grass,,0.8,16.0,2,Overgrow,,Contrary,413.0,60.0,60.0,75.0,60.0,75.0,83.0,45.0,70.0,145.0,Medium Slow,2,Field,Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,496,"[""Grass""]","{M: 0.875, F: 0.125}","{hp: 60, atk: 60, def: 75, spa: 60, spd: 75, spe: 83}","{0: ""Overgrow"", H: ""Contrary""}",0.8,16,"""Green""","[""Serperior""]","[""Field"", ""Grass""]","""Snivy""",17,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
588,497,"""serperior""",Serpiroyal,ジャローダ (Jalorda),5,0,0,0,Regal Pokémon,1,Grass,,3.3,63.0,2,Overgrow,,Contrary,528.0,75.0,75.0,95.0,75.0,95.0,113.0,45.0,70.0,238.0,Medium Slow,2,Field,Grass,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,497,"[""Grass""]","{M: 0.875, F: 0.125}","{hp: 75, atk: 75, def: 95, spa: 75, spd: 95, spe: 113}","{0: ""Overgrow"", H: ""Contrary""}",3.3,63,"""Green""",,"[""Field"", ""Grass""]","""Servine""",36,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
589,498,"""tepig""",Floink,ポカブ (Pokabu),5,0,0,0,Fire Pig Pokémon,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308.0,65.0,63.0,45.0,45.0,45.0,45.0,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,498,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 65, atk: 63, def: 45, spa: 45, spd: 45, spe: 45}","{0: ""Blaze"", H: ""Thick Fat""}",0.5,9.9,"""Red""","[""Pignite""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
590,499,"""pignite""",Ferkokel,チャオブー (Chaoboo),5,0,0,0,Fire Pig Pokémon,2,Fire,Fighting,1.0,55.5,2,Blaze,,Thick Fat,418.0,90.0,93.0,55.0,70.0,55.0,55.0,45.0,70.0,146.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,499,"[""Fire"", ""Fighting""]","{M: 0.875, F: 0.125}","{hp: 90, atk: 93, def: 55, spa: 70, spd: 55, spe: 55}","{0: ""Blaze"", H: ""Thick Fat""}",1,55.5,"""Red""","[""Emboar""]","[""Field""]","""Tepig""",17,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
591,500,"""emboar""",Flambirex,エンブオー (Enbuoh),5,0,0,0,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150.0,2,Blaze,,Reckless,528.0,110.0,123.0,65.0,100.0,65.0,65.0,45.0,70.0,238.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,500,"[""Fire"", ""Fighting""]","{M: 0.875, F: 0.125}","{hp: 110, atk: 123, def: 65, spa: 100, spd: 65, spe: 65}","{0: ""Blaze"", H: ""Reckless""}",1.6,150,"""Red""",,"[""Field""]","""Pignite""",36,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
592,501,"""oshawott""",Ottaro,ミジュマル (Mijumaru),5,0,0,0,Sea Otter Pokémon,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308.0,55.0,55.0,45.0,63.0,45.0,45.0,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,501,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 55, atk: 55, def: 45, spa: 63, spd: 45, spe: 45}","{0: ""Torrent"", H: ""Shell Armor""}",0.5,5.9,"""Blue""","[""Dewott""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
593,502,"""dewott""",Zwottronin,フタチマル (Futachimaru),5,0,0,0,Discipline Pokémon,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413.0,75.0,75.0,60.0,83.0,60.0,60.0,45.0,70.0,145.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,502,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 75, atk: 75, def: 60, spa: 83, spd: 60, spe: 60}","{0: ""Torrent"", H: ""Shell Armor""}",0.8,24.5,"""Blue""","[""Samurott""]","[""Field""]","""Oshawott""",17,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
594,503,"""samurott""",Admurai,ダイケンキ (Daikenki),5,0,0,0,Formidable Pokémon,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528.0,95.0,100.0,85.0,108.0,70.0,70.0,45.0,70.0,238.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,503,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 95, atk: 100, def: 85, spa: 108, spd: 70, spe: 70}","{0: ""Torrent"", H: ""Shell Armor""}",1.5,94.6,"""Blue""",,"[""Field""]","""Dewott""",36,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
595,504,"""patrat""",Nagelotz,ミネズミ (Minezumi),5,0,0,0,Scout Pokémon,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255.0,45.0,55.0,39.0,35.0,39.0,42.0,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,504,"[""Normal""]",,"{hp: 45, atk: 55, def: 39, spa: 35, spd: 39, spe: 42}","{0: ""Run Away"", 1: ""Keen Eye"", H: ""Analytic""}",0.5,11.6,"""Brown""","[""Watchog""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
596,505,"""watchog""",Kukmarda,ミルホッグ (Miruhog),5,0,0,0,Lookout Pokémon,1,Normal,,1.1,27.0,3,Illuminate,Keen Eye,Analytic,420.0,60.0,85.0,69.0,60.0,69.0,77.0,255.0,70.0,147.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,505,"[""Normal""]",,"{hp: 60, atk: 85, def: 69, spa: 60, spd: 69, spe: 77}","{0: ""Illuminate"", 1: ""Keen Eye"", H: ""Analytic""}",1.1,27,"""Brown""",,"[""Field""]","""Patrat""",20,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
597,506,"""lillipup""",Yorkleff,ヨーテリー (Yorterrie),5,0,0,0,Puppy Pokémon,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275.0,45.0,60.0,45.0,25.0,45.0,55.0,255.0,70.0,55.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,506,"[""Normal""]",,"{hp: 45, atk: 60, def: 45, spa: 25, spd: 45, spe: 55}","{0: ""Vital Spirit"", 1: ""Pickup"", H: ""Run Away""}",0.4,4.1,"""Brown""","[""Herdier""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
598,507,"""herdier""",Terribark,ハーデリア (Herderrie),5,0,0,0,Loyal Dog Pokémon,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370.0,65.0,80.0,65.0,35.0,65.0,60.0,120.0,70.0,130.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,507,"[""Normal""]",,"{hp: 65, atk: 80, def: 65, spa: 35, spd: 65, spe: 60}","{0: ""Intimidate"", 1: ""Sand Rush"", H: ""Scrappy""}",0.9,14.7,"""Gray""","[""Stoutland""]","[""Field""]","""Lillipup""",16,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
599,508,"""stoutland""",Bissbark,ムーランド (Mooland),5,0,0,0,Big-Hearted Pokémon,1,Normal,,1.2,61.0,3,Intimidate,Sand Rush,Scrappy,500.0,85.0,110.0,90.0,45.0,90.0,80.0,45.0,70.0,225.0,Medium Slow,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,508,"[""Normal""]",,"{hp: 85, atk: 110, def: 90, spa: 45, spd: 90, spe: 80}","{0: ""Intimidate"", 1: ""Sand Rush"", H: ""Scrappy""}",1.2,61,"""Gray""",,"[""Field""]","""Herdier""",32,,,,,,,,,,,,,,,,,,,,,,,,,,"""(PU)"""
600,509,"""purrloin""",Felilou,チョロネコ (Choroneko),5,0,0,0,Devious Pokémon,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281.0,41.0,50.0,37.0,50.0,37.0,66.0,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,509,"[""Dark""]",,"{hp: 41, atk: 50, def: 37, spa: 50, spd: 37, spe: 66}","{0: ""Limber"", 1: ""Unburden"", H: ""Prankster""}",0.4,10.1,"""Purple""","[""Liepard""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
601,510,"""liepard""",Kleoparda,レパルダス (Lepardas),5,0,0,0,Cruel Pokémon,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446.0,64.0,88.0,50.0,88.0,50.0,106.0,90.0,70.0,156.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,510,"[""Dark""]",,"{hp: 64, atk: 88, def: 50, spa: 88, spd: 50, spe: 106}","{0: ""Limber"", 1: ""Unburden"", H: ""Prankster""}",1.1,37.5,"""Purple""",,"[""Field""]","""Purrloin""",20,,,,,,,,,,,,,,,,,,,,,,,,,,"""(PU)"""
602,511,"""pansage""",Vegimak,ヤナップ (Yanappu),5,0,0,0,Grass Monkey Pokémon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,511,"[""Grass""]","{M: 0.875, F: 0.125}","{hp: 50, atk: 53, def: 48, spa: 53, spd: 48, spe: 64}","{0: ""Gluttony"", H: ""Overgrow""}",0.6,10.5,"""Green""","[""Simisage""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
603,512,"""simisage""",Vegichita,ヤナッキー (Yanakkie),5,0,0,0,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,512,"[""Grass""]","{M: 0.875, F: 0.125}","{hp: 75, atk: 98, def: 63, spa: 98, spd: 63, spe: 101}","{0: ""Gluttony"", H: ""Overgrow""}",1.1,30.5,"""Green""",,"[""Field""]","""Pansage""",,,,,,,,,"""useItem""",,,"""Leaf Stone""",,,,,,,,,,,,,,,"""Illegal"""
604,513,"""pansear""",Grillmak,バオップ (Baoppu),5,0,0,0,High Temp Pokémon,1,Fire,,0.6,11.0,2,Gluttony,,Blaze,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,513,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 50, atk: 53, def: 48, spa: 53, spd: 48, spe: 64}","{0: ""Gluttony"", H: ""Blaze""}",0.6,11,"""Red""","[""Simisear""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
605,514,"""simisear""",Grillchita,バオッキー (Baokkie),5,0,0,0,Ember Pokémon,1,Fire,,1.0,28.0,2,Gluttony,,Blaze,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,514,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 75, atk: 98, def: 63, spa: 98, spd: 63, spe: 101}","{0: ""Gluttony"", H: ""Blaze""}",1,28,"""Red""",,"[""Field""]","""Pansear""",,,,,,,,,"""useItem""",,,"""Fire Stone""",,,,,,,,,,,,,,,"""Illegal"""
606,515,"""panpour""",Sodamak,ヒヤップ (Hiyappu),5,0,0,0,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,515,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 50, atk: 53, def: 48, spa: 53, spd: 48, spe: 64}","{0: ""Gluttony"", H: ""Torrent""}",0.6,13.5,"""Blue""","[""Simipour""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
607,516,"""simipour""",Sodachita,ヒヤッキー (Hiyakkie),5,0,0,0,Geyser Pokémon,1,Water,,1.0,29.0,2,Gluttony,,Torrent,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,70.0,174.0,Medium Fast,1,Field,,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,516,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 75, atk: 98, def: 63, spa: 98, spd: 63, spe: 101}","{0: ""Gluttony"", H: ""Torrent""}",1,29,"""Blue""",,"[""Field""]","""Panpour""",,,,,,,,,"""useItem""",,,"""Water Stone""",,,,,,,,,,,,,,,"""Illegal"""
608,517,"""munna""",Somniam,ムンナ (Munna),5,0,0,0,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292.0,76.0,25.0,45.0,67.0,55.0,24.0,190.0,70.0,58.0,Fast,1,Field,,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,517,"[""Psychic""]",,"{hp: 76, atk: 25, def: 45, spa: 67, spd: 55, spe: 24}","{0: ""Forewarn"", 1: ""Synchronize"", H: ""Telepathy""}",0.6,23.3,"""Pink""","[""Musharna""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
609,518,"""musharna""",Somnivora,ムシャーナ (Musharna),5,0,0,0,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487.0,116.0,55.0,85.0,107.0,95.0,29.0,75.0,70.0,170.0,Fast,1,Field,,50.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,518,"[""Psychic""]",,"{hp: 116, atk: 55, def: 85, spa: 107, spd: 95, spe: 29}","{0: ""Forewarn"", 1: ""Synchronize"", H: ""Telepathy""}",1.1,60.5,"""Pink""",,"[""Field""]","""Munna""",,,,,,,,,"""useItem""",,,"""Moon Stone""",,,,,,,,,,,,,,,"""(PU)"""
610,519,"""pidove""",Dusselgurr,マメパト (Mamepato),5,0,0,0,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264.0,50.0,55.0,50.0,36.0,30.0,43.0,255.0,70.0,53.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,519,"[""Normal"", ""Flying""]",,"{hp: 50, atk: 55, def: 50, spa: 36, spd: 30, spe: 43}","{0: ""Big Pecks"", 1: ""Super Luck"", H: ""Rivalry""}",0.3,2.1,"""Gray""","[""Tranquill""]","[""Flying""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
611,520,"""tranquill""",Navitaub,ハトーボー (Hatoboh),5,0,0,0,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358.0,62.0,77.0,62.0,50.0,42.0,65.0,120.0,70.0,125.0,Medium Slow,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,520,"[""Normal"", ""Flying""]",,"{hp: 62, atk: 77, def: 62, spa: 50, spd: 42, spe: 65}","{0: ""Big Pecks"", 1: ""Super Luck"", H: ""Rivalry""}",0.6,15,"""Gray""","[""Unfezant""]","[""Flying""]","""Pidove""",21,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
